	Id	Format	Size	Pts	Duration
744952	wnJ6LuUFpMo	133	166938.0	74.73899999999999	5.005
744953	wnJ6LuUFpMo	133	179403.0	79.744	5.422000000000001
744954	wnJ6LuUFpMo	133	98752.0	85.166	5.3389999999999995
744955	wnJ6LuUFpMo	133	118164.0	90.505	5.13
744956	wnJ6LuUFpMo	133	101818.0	95.635	5.13
744957	wnJ6LuUFpMo	133	177284.0	100.765	5.3389999999999995
744958	wnJ6LuUFpMo	133	132308.0	106.104	5.3389999999999995
744959	wnJ6LuUFpMo	133	128650.0	111.443	5.088
744960	wnJ6LuUFpMo	133	167023.0	116.531	4.963
744961	wnJ6LuUFpMo	133	182850.0	121.494	5.2139999999999995
744962	wnJ6LuUFpMo	133	120758.0	126.708	5.3389999999999995
744963	wnJ6LuUFpMo	133	103198.0	132.047	5.422000000000001
744964	wnJ6LuUFpMo	133	121560.0	137.469	5.088
744965	wnJ6LuUFpMo	133	188852.0	142.55700000000002	5.088
744966	wnJ6LuUFpMo	133	183716.0	147.645	5.172000000000001
744967	wnJ6LuUFpMo	133	170537.0	152.817	4.129
744968	wnJ6LuUFpMo	133	121778.0	156.946	5.255
744969	wnJ6LuUFpMo	133	81851.0	162.201	5.088
744970	wnJ6LuUFpMo	133	133867.0	167.28900000000002	4.588
744971	wnJ6LuUFpMo	133	160879.0	171.877	5.005
744972	wnJ6LuUFpMo	133	173233.0	176.882	5.297000000000001
744973	wnJ6LuUFpMo	133	109673.0	182.179	3.6289999999999996
744974	wnJ6LuUFpMo	243	269215.0	0.0	5.255
744975	wnJ6LuUFpMo	243	269619.0	5.255	5.422000000000001
744976	wnJ6LuUFpMo	243	166237.0	10.677	4.296
744977	wnJ6LuUFpMo	243	234356.0	14.972999999999999	4.9639999999999995
744978	wnJ6LuUFpMo	243	251580.0	19.937	5.005
744979	wnJ6LuUFpMo	243	202035.0	24.941999999999997	4.671
744980	wnJ6LuUFpMo	243	229881.0	29.613000000000003	5.088
744981	wnJ6LuUFpMo	243	258443.0	34.701	5.4639999999999995
744982	wnJ6LuUFpMo	243	208098.0	40.165	5.255
744983	wnJ6LuUFpMo	243	261240.0	45.42	5.422000000000001
744984	wnJ6LuUFpMo	243	205946.0	50.842	4.171
744985	wnJ6LuUFpMo	243	259459.0	55.013000000000005	5.0889999999999995
744986	wnJ6LuUFpMo	243	236194.0	60.102	4.671
744987	wnJ6LuUFpMo	243	257160.0	64.773	4.963
744988	wnJ6LuUFpMo	243	204043.0	69.736	5.005
744989	wnJ6LuUFpMo	243	249584.0	74.741	5.005
744990	wnJ6LuUFpMo	243	252513.0	79.74600000000001	5.422000000000001
744991	wnJ6LuUFpMo	243	215717.0	85.16799999999999	5.3389999999999995
744992	wnJ6LuUFpMo	243	251861.0	90.507	5.13
744993	wnJ6LuUFpMo	243	215056.0	95.637	5.13
744994	wnJ6LuUFpMo	243	262595.0	100.76700000000001	5.3389999999999995
744995	wnJ6LuUFpMo	243	215586.0	106.10600000000001	5.3389999999999995
744996	wnJ6LuUFpMo	243	248113.0	111.445	5.088
744997	wnJ6LuUFpMo	243	234185.0	116.53299999999999	4.963
744998	wnJ6LuUFpMo	243	240576.0	121.49600000000001	5.2139999999999995
744999	wnJ6LuUFpMo	243	248770.0	126.71	5.3389999999999995
745000	wnJ6LuUFpMo	243	245515.0	132.049	5.422000000000001
745001	wnJ6LuUFpMo	243	252544.0	137.471	5.088
745002	wnJ6LuUFpMo	243	262150.0	142.559	5.0889999999999995
745003	wnJ6LuUFpMo	243	262427.0	147.648	5.171
745004	wnJ6LuUFpMo	243	205557.0	152.819	4.129
745005	wnJ6LuUFpMo	243	209882.0	156.94799999999998	5.256
745006	wnJ6LuUFpMo	243	224601.0	162.204	5.088
745007	wnJ6LuUFpMo	243	217227.0	167.292	4.588
745008	wnJ6LuUFpMo	243	238984.0	171.88	5.005
745009	wnJ6LuUFpMo	243	259044.0	176.885	5.297000000000001
745010	wnJ6LuUFpMo	243	160299.0	182.18200000000002	3.6289999999999996
745011	wnJ6LuUFpMo	134	191067.0	0.0	5.255
745012	wnJ6LuUFpMo	134	341251.0	5.255	5.422000000000001
745013	wnJ6LuUFpMo	134	305539.0	10.677	4.296
745014	wnJ6LuUFpMo	134	315928.0	14.972999999999999	4.963
745015	wnJ6LuUFpMo	134	358857.0	19.936	5.005
745016	wnJ6LuUFpMo	134	267855.0	24.941	4.671
745017	wnJ6LuUFpMo	134	282706.0	29.612	5.088
745018	wnJ6LuUFpMo	134	414408.0	34.7	5.4639999999999995
745019	wnJ6LuUFpMo	134	383051.0	40.164	5.255
745020	wnJ6LuUFpMo	134	389983.0	45.419	5.422000000000001
745021	wnJ6LuUFpMo	134	374295.0	50.841	4.171
745022	wnJ6LuUFpMo	134	391058.0	55.012	5.088
745023	wnJ6LuUFpMo	134	378460.0	60.1	4.671
745024	wnJ6LuUFpMo	134	335378.0	64.771	4.963
745025	wnJ6LuUFpMo	134	256987.0	69.734	5.005
745026	wnJ6LuUFpMo	134	374063.0	74.73899999999999	5.005
745027	wnJ6LuUFpMo	134	411417.0	79.744	5.422000000000001
745028	wnJ6LuUFpMo	134	213419.0	85.166	5.3389999999999995
745029	wnJ6LuUFpMo	134	260808.0	90.505	5.13
745030	wnJ6LuUFpMo	134	232199.0	95.635	5.13
745031	wnJ6LuUFpMo	134	411665.0	100.765	5.3389999999999995
745032	wnJ6LuUFpMo	134	281740.0	106.104	5.3389999999999995
745033	wnJ6LuUFpMo	134	273386.0	111.443	5.088
745034	wnJ6LuUFpMo	134	379886.0	116.531	4.963
745035	wnJ6LuUFpMo	134	406860.0	121.494	5.2139999999999995
745036	wnJ6LuUFpMo	134	271332.0	126.708	5.3389999999999995
745037	wnJ6LuUFpMo	134	227603.0	132.047	5.422000000000001
745038	wnJ6LuUFpMo	134	289710.0	137.469	5.088
745039	wnJ6LuUFpMo	134	420863.0	142.55700000000002	5.088
745040	wnJ6LuUFpMo	134	414971.0	147.645	5.172000000000001
745041	wnJ6LuUFpMo	134	373037.0	152.817	4.129
745042	wnJ6LuUFpMo	134	276927.0	156.946	5.255
745043	wnJ6LuUFpMo	134	188635.0	162.201	5.088
745044	wnJ6LuUFpMo	134	304539.0	167.28900000000002	4.588
745045	wnJ6LuUFpMo	134	386014.0	171.877	5.005
745046	wnJ6LuUFpMo	134	354233.0	176.882	5.297000000000001
745047	wnJ6LuUFpMo	134	197049.0	182.179	3.6289999999999996
745048	wnJ6LuUFpMo	244	494684.0	0.0	5.255
745049	wnJ6LuUFpMo	244	474656.0	5.255	5.422000000000001
745050	wnJ6LuUFpMo	244	301727.0	10.677	4.296
745051	wnJ6LuUFpMo	244	429958.0	14.972999999999999	4.9639999999999995
745052	wnJ6LuUFpMo	244	440552.0	19.937	5.005
745053	wnJ6LuUFpMo	244	378234.0	24.941999999999997	4.671
745054	wnJ6LuUFpMo	244	448444.0	29.613000000000003	5.088
745055	wnJ6LuUFpMo	244	439527.0	34.701	5.4639999999999995
745056	wnJ6LuUFpMo	244	408435.0	40.165	5.255
745057	wnJ6LuUFpMo	244	473231.0	45.42	5.422000000000001
745058	wnJ6LuUFpMo	244	359344.0	50.842	4.171
745059	wnJ6LuUFpMo	244	479281.0	55.013000000000005	5.0889999999999995
745060	wnJ6LuUFpMo	244	429451.0	60.102	4.671
745061	wnJ6LuUFpMo	244	469895.0	64.773	4.963
745062	wnJ6LuUFpMo	244	379220.0	69.736	5.005
745063	wnJ6LuUFpMo	244	450186.0	74.741	5.005
745064	wnJ6LuUFpMo	244	486275.0	79.74600000000001	5.422000000000001
745065	wnJ6LuUFpMo	244	417086.0	85.16799999999999	5.3389999999999995
745066	wnJ6LuUFpMo	244	392316.0	90.507	5.13
745067	wnJ6LuUFpMo	244	415858.0	95.637	5.13
745068	wnJ6LuUFpMo	244	453082.0	100.76700000000001	5.3389999999999995
745069	wnJ6LuUFpMo	244	401368.0	106.10600000000001	5.3389999999999995
745070	wnJ6LuUFpMo	244	479197.0	111.445	5.088
745071	wnJ6LuUFpMo	244	407671.0	116.53299999999999	4.963
745072	wnJ6LuUFpMo	244	418972.0	121.49600000000001	5.2139999999999995
745073	wnJ6LuUFpMo	244	458328.0	126.71	5.3389999999999995
745074	wnJ6LuUFpMo	244	391154.0	132.049	5.422000000000001
745075	wnJ6LuUFpMo	244	458307.0	137.471	5.088
745076	wnJ6LuUFpMo	244	476060.0	142.559	5.0889999999999995
745077	wnJ6LuUFpMo	244	488225.0	147.648	5.171
745078	wnJ6LuUFpMo	244	350625.0	152.819	4.129
745079	wnJ6LuUFpMo	244	385615.0	156.94799999999998	5.256
745080	wnJ6LuUFpMo	244	433495.0	162.204	5.088
745081	wnJ6LuUFpMo	244	396692.0	167.292	4.588
745082	wnJ6LuUFpMo	244	423189.0	171.88	5.005
745083	wnJ6LuUFpMo	244	477303.0	176.885	5.297000000000001
745084	wnJ6LuUFpMo	244	263377.0	182.18200000000002	3.6289999999999996
745085	wnJ6LuUFpMo	135	314522.0	0.0	5.255
745086	wnJ6LuUFpMo	135	641946.0	5.255	5.422000000000001
745087	wnJ6LuUFpMo	135	478739.0	10.677	4.296
745088	wnJ6LuUFpMo	135	610448.0	14.972999999999999	4.963
745089	wnJ6LuUFpMo	135	570551.0	19.936	5.005
745090	wnJ6LuUFpMo	135	451820.0	24.941	4.671
745091	wnJ6LuUFpMo	135	531796.0	29.612	5.088
745092	wnJ6LuUFpMo	135	780343.0	34.7	5.4639999999999995
745093	wnJ6LuUFpMo	135	572437.0	40.164	5.255
745094	wnJ6LuUFpMo	135	777479.0	45.419	5.422000000000001
745095	wnJ6LuUFpMo	135	572779.0	50.841	4.171
745096	wnJ6LuUFpMo	135	794296.0	55.012	5.088
745097	wnJ6LuUFpMo	135	652836.0	60.1	4.671
745098	wnJ6LuUFpMo	135	588546.0	64.771	4.963
745099	wnJ6LuUFpMo	135	509451.0	69.734	5.005
745100	wnJ6LuUFpMo	135	742986.0	74.73899999999999	5.005
745101	wnJ6LuUFpMo	135	627399.0	79.744	5.422000000000001
745102	wnJ6LuUFpMo	135	326831.0	85.166	5.3389999999999995
745103	wnJ6LuUFpMo	135	393957.0	90.505	5.13
745104	wnJ6LuUFpMo	135	355731.0	95.635	5.13
745105	wnJ6LuUFpMo	135	629905.0	100.765	5.3389999999999995
745106	wnJ6LuUFpMo	135	411869.0	106.104	5.3389999999999995
745107	wnJ6LuUFpMo	135	417501.0	111.443	5.088
745108	wnJ6LuUFpMo	135	533460.0	116.531	4.963
745109	wnJ6LuUFpMo	135	674148.0	121.494	5.2139999999999995
745110	wnJ6LuUFpMo	135	425981.0	126.708	5.3389999999999995
745111	wnJ6LuUFpMo	135	342465.0	132.047	5.422000000000001
745112	wnJ6LuUFpMo	135	575877.0	137.469	5.088
745113	wnJ6LuUFpMo	135	625148.0	142.55700000000002	5.088
745114	wnJ6LuUFpMo	135	801979.0	147.645	5.172000000000001
745115	wnJ6LuUFpMo	135	558192.0	152.817	4.129
745116	wnJ6LuUFpMo	135	423637.0	156.946	5.255
745117	wnJ6LuUFpMo	135	295888.0	162.201	5.088
745118	wnJ6LuUFpMo	135	528519.0	167.28900000000002	4.588
745119	wnJ6LuUFpMo	135	679506.0	171.877	5.005
745120	wnJ6LuUFpMo	135	592914.0	176.882	5.297000000000001
745121	wnJ6LuUFpMo	135	344528.0	182.179	3.6289999999999996
745122	wnJ6LuUFpMo	247	965956.0	0.0	5.255
745123	wnJ6LuUFpMo	247	922691.0	5.255	5.422000000000001
745124	wnJ6LuUFpMo	247	559833.0	10.677	4.296
745125	wnJ6LuUFpMo	247	848873.0	14.972999999999999	4.9639999999999995
745126	wnJ6LuUFpMo	247	871007.0	19.937	5.005
745127	wnJ6LuUFpMo	247	702513.0	24.941999999999997	4.671
745128	wnJ6LuUFpMo	247	875379.0	29.613000000000003	5.088
745129	wnJ6LuUFpMo	247	826223.0	34.701	5.4639999999999995
745130	wnJ6LuUFpMo	247	777604.0	40.165	5.255
745131	wnJ6LuUFpMo	247	956735.0	45.42	5.422000000000001
745132	wnJ6LuUFpMo	247	719354.0	50.842	4.171
745133	wnJ6LuUFpMo	247	968877.0	55.013000000000005	5.0889999999999995
745134	wnJ6LuUFpMo	247	864260.0	60.102	4.671
745135	wnJ6LuUFpMo	247	792589.0	64.773	4.963
745136	wnJ6LuUFpMo	247	874666.0	69.736	5.005
745137	wnJ6LuUFpMo	247	827199.0	74.741	5.005
745138	wnJ6LuUFpMo	247	1004484.0	79.74600000000001	5.422000000000001
745139	wnJ6LuUFpMo	247	549531.0	85.16799999999999	5.3389999999999995
745140	wnJ6LuUFpMo	247	628961.0	90.507	5.13
745141	wnJ6LuUFpMo	247	605222.0	95.637	5.13
745142	wnJ6LuUFpMo	247	984193.0	100.76700000000001	5.3389999999999995
745143	wnJ6LuUFpMo	247	494782.0	106.10600000000001	5.3389999999999995
745144	wnJ6LuUFpMo	247	597340.0	111.445	5.088
745145	wnJ6LuUFpMo	247	788808.0	116.53299999999999	4.963
745146	wnJ6LuUFpMo	247	722221.0	121.49600000000001	5.2139999999999995
745147	wnJ6LuUFpMo	247	664254.0	126.71	5.3389999999999995
745148	wnJ6LuUFpMo	247	423780.0	132.049	5.422000000000001
745149	wnJ6LuUFpMo	247	810224.0	137.471	5.088
745150	wnJ6LuUFpMo	247	842966.0	142.559	5.0889999999999995
745151	wnJ6LuUFpMo	247	976128.0	147.648	5.171
745152	wnJ6LuUFpMo	247	732837.0	152.819	4.129
745153	wnJ6LuUFpMo	247	737693.0	156.94799999999998	5.256
745154	wnJ6LuUFpMo	247	570443.0	162.204	5.088
745155	wnJ6LuUFpMo	247	600658.0	167.292	4.588
745156	wnJ6LuUFpMo	247	836225.0	171.88	5.005
745157	wnJ6LuUFpMo	247	914556.0	176.885	5.297000000000001
745158	wnJ6LuUFpMo	247	483106.0	182.18200000000002	3.6289999999999996
745159	wnJ6LuUFpMo	136	584144.0	0.0	5.255
745160	wnJ6LuUFpMo	136	1078984.0	5.255	5.422000000000001
745161	wnJ6LuUFpMo	136	716786.0	10.677	4.296
745162	wnJ6LuUFpMo	136	1053303.0	14.972999999999999	4.963
745163	wnJ6LuUFpMo	136	916862.0	19.936	5.005
745164	wnJ6LuUFpMo	136	752578.0	24.941	4.671
745165	wnJ6LuUFpMo	136	858917.0	29.612	5.088
745166	wnJ6LuUFpMo	136	1271344.0	34.7	5.4639999999999995
745167	wnJ6LuUFpMo	136	989671.0	40.164	5.255
745168	wnJ6LuUFpMo	136	1346854.0	45.419	5.422000000000001
745169	wnJ6LuUFpMo	136	806772.0	50.841	4.171
745170	wnJ6LuUFpMo	136	1253719.0	55.012	5.088
745171	wnJ6LuUFpMo	136	996436.0	60.1	4.671
745172	wnJ6LuUFpMo	136	986823.0	64.771	4.963
745173	wnJ6LuUFpMo	136	861771.0	69.734	5.005
745174	wnJ6LuUFpMo	136	1265627.0	74.73899999999999	5.005
745175	wnJ6LuUFpMo	136	908576.0	79.744	5.422000000000001
745176	wnJ6LuUFpMo	136	458224.0	85.166	5.3389999999999995
745177	wnJ6LuUFpMo	136	547120.0	90.505	5.13
745178	wnJ6LuUFpMo	136	574903.0	95.635	5.13
745179	wnJ6LuUFpMo	136	841640.0	100.765	5.3389999999999995
745180	wnJ6LuUFpMo	136	580865.0	106.104	5.3389999999999995
745181	wnJ6LuUFpMo	136	589978.0	111.443	5.088
745182	wnJ6LuUFpMo	136	819919.0	116.531	4.963
745183	wnJ6LuUFpMo	136	1152152.0	121.494	5.2139999999999995
745184	wnJ6LuUFpMo	136	621248.0	126.708	5.3389999999999995
745185	wnJ6LuUFpMo	136	481382.0	132.047	5.422000000000001
745186	wnJ6LuUFpMo	136	868666.0	137.469	5.088
745187	wnJ6LuUFpMo	136	855843.0	142.55700000000002	5.088
745188	wnJ6LuUFpMo	136	1089709.0	147.645	5.172000000000001
745189	wnJ6LuUFpMo	136	763286.0	152.817	4.129
745190	wnJ6LuUFpMo	136	590795.0	156.946	5.255
745191	wnJ6LuUFpMo	136	482499.0	162.201	5.088
745192	wnJ6LuUFpMo	136	871244.0	167.28900000000002	4.588
745193	wnJ6LuUFpMo	136	1216694.0	171.877	5.005
745194	wnJ6LuUFpMo	136	1000497.0	176.882	5.297000000000001
745195	wnJ6LuUFpMo	136	637870.0	182.179	3.6289999999999996
745196	wnJ6LuUFpMo	248	1738306.0	0.0	5.255
745197	wnJ6LuUFpMo	248	1475092.0	5.255	5.422000000000001
745198	wnJ6LuUFpMo	248	939346.0	10.677	4.296
745199	wnJ6LuUFpMo	248	1425655.0	14.972999999999999	4.9639999999999995
745200	wnJ6LuUFpMo	248	1254758.0	19.937	5.005
745201	wnJ6LuUFpMo	248	1279445.0	24.941999999999997	4.671
745202	wnJ6LuUFpMo	248	1396077.0	29.613000000000003	5.088
745203	wnJ6LuUFpMo	248	1446043.0	34.701	5.4639999999999995
745204	wnJ6LuUFpMo	248	1267865.0	40.165	5.255
745205	wnJ6LuUFpMo	248	1719673.0	45.42	5.422000000000001
745206	wnJ6LuUFpMo	248	1104748.0	50.842	4.171
745207	wnJ6LuUFpMo	248	1629906.0	55.013000000000005	5.0889999999999995
745208	wnJ6LuUFpMo	248	1517877.0	60.102	4.671
745209	wnJ6LuUFpMo	248	1129293.0	64.773	4.963
745210	wnJ6LuUFpMo	248	1567889.0	69.736	5.005
745211	wnJ6LuUFpMo	248	1397452.0	74.741	5.005
745212	wnJ6LuUFpMo	248	1531205.0	79.74600000000001	5.422000000000001
745213	wnJ6LuUFpMo	248	635156.0	85.16799999999999	5.3389999999999995
745214	wnJ6LuUFpMo	248	943920.0	90.507	5.13
745215	wnJ6LuUFpMo	248	807308.0	95.637	5.13
745216	wnJ6LuUFpMo	248	1563347.0	100.76700000000001	5.3389999999999995
745217	wnJ6LuUFpMo	248	603931.0	106.10600000000001	5.3389999999999995
745218	wnJ6LuUFpMo	248	640449.0	111.445	5.088
745219	wnJ6LuUFpMo	248	1359895.0	116.53299999999999	4.963
745220	wnJ6LuUFpMo	248	1157036.0	121.49600000000001	5.2139999999999995
745221	wnJ6LuUFpMo	248	826585.0	126.71	5.3389999999999995
745222	wnJ6LuUFpMo	248	527785.0	132.049	5.422000000000001
745223	wnJ6LuUFpMo	248	1420009.0	137.471	5.088
745224	wnJ6LuUFpMo	248	1273344.0	142.559	5.0889999999999995
745225	wnJ6LuUFpMo	248	1483501.0	147.648	5.171
745226	wnJ6LuUFpMo	248	1031361.0	152.819	4.129
745227	wnJ6LuUFpMo	248	1237713.0	156.94799999999998	5.256
745228	wnJ6LuUFpMo	248	637359.0	162.204	5.088
745229	wnJ6LuUFpMo	248	919103.0	167.292	4.588
745230	wnJ6LuUFpMo	248	1409580.0	171.88	5.005
745231	wnJ6LuUFpMo	248	1674636.0	176.885	5.297000000000001
745232	wnJ6LuUFpMo	248	885199.0	182.18200000000002	3.6289999999999996
745233	wnJ6LuUFpMo	137	992307.0	0.0	5.255
745234	wnJ6LuUFpMo	137	1666270.0	5.255	5.422000000000001
745235	wnJ6LuUFpMo	137	974288.0	10.677	4.296
745236	wnJ6LuUFpMo	137	1716682.0	14.972999999999999	4.963
745237	wnJ6LuUFpMo	137	1208596.0	19.936	5.005
745238	wnJ6LuUFpMo	137	1150795.0	24.941	4.671
745239	wnJ6LuUFpMo	137	1181236.0	29.612	5.088
745240	wnJ6LuUFpMo	137	1513909.0	34.7	5.4639999999999995
745241	wnJ6LuUFpMo	137	1102762.0	40.164	5.255
745242	wnJ6LuUFpMo	137	1932146.0	45.419	5.422000000000001
745243	wnJ6LuUFpMo	137	1111474.0	50.841	4.171
745244	wnJ6LuUFpMo	137	1783180.0	55.012	5.088
745245	wnJ6LuUFpMo	137	1384113.0	60.1	4.671
745246	wnJ6LuUFpMo	137	1351270.0	64.771	4.963
745247	wnJ6LuUFpMo	137	1415179.0	69.734	5.005
745248	wnJ6LuUFpMo	137	1760435.0	74.73899999999999	5.005
745249	wnJ6LuUFpMo	137	1225249.0	79.744	5.422000000000001
745250	wnJ6LuUFpMo	137	660361.0	85.166	5.3389999999999995
745251	wnJ6LuUFpMo	137	799311.0	90.505	5.13
745252	wnJ6LuUFpMo	137	726317.0	95.635	5.13
745253	wnJ6LuUFpMo	137	1176582.0	100.765	5.3389999999999995
745254	wnJ6LuUFpMo	137	767937.0	106.104	5.3389999999999995
745255	wnJ6LuUFpMo	137	787532.0	111.443	5.088
745256	wnJ6LuUFpMo	137	1326614.0	116.531	4.963
745257	wnJ6LuUFpMo	137	1295184.0	121.494	5.2139999999999995
745258	wnJ6LuUFpMo	137	900692.0	126.708	5.3389999999999995
745259	wnJ6LuUFpMo	137	706557.0	132.047	5.422000000000001
745260	wnJ6LuUFpMo	137	1544201.0	137.469	5.088
745261	wnJ6LuUFpMo	137	1074228.0	142.55700000000002	5.088
745262	wnJ6LuUFpMo	137	1415827.0	147.645	5.172000000000001
745263	wnJ6LuUFpMo	137	948000.0	152.817	4.129
745264	wnJ6LuUFpMo	137	836935.0	156.946	5.255
745265	wnJ6LuUFpMo	137	621881.0	162.201	5.088
745266	wnJ6LuUFpMo	137	1207434.0	167.28900000000002	4.588
745267	wnJ6LuUFpMo	137	1704703.0	171.877	5.005
745268	wnJ6LuUFpMo	137	1319197.0	176.882	5.297000000000001
745269	wnJ6LuUFpMo	137	871275.0	182.179	3.6289999999999996
